Nr	Text_vorher	NOM	Text_danach	Dateiname	Sprachraum	Jahr	Textsorte	Textnummer	Erstglied	Lemma	Fremdwortbasis	Praefix	Numerus	Simplexbasis	als_praep_Kompl	Prep_Det_Nom	Adj	Genitiv	Det	Prep
2282	  seynd vnd bleiben. Vnnd mit dieser Christlichen 	Außlegung	  hoffen vn_ getrawen wir vor dem HERRN Jesu Chris	WMD-1590-KT-neu.txt	WMD	1590	KT	neu.txt	NA	Auslegung	NEIN	aus	SG	NEIN	NEIN	NA	christlich	NA	s	mit
5048	der Leichpredigt seyn koennen/%-----------------------------------------------------------------------------[006] guenstiglich begeret/ dass ich selbige Jhrem lieben Vattern/ meinem gar guenstigen Junckern seeligen zu Ehren/ vnd E. Gestr. selbsten zu Christlicher	Erinnerung	vnnd Trost solte schrifftlich verfassen/ vnnd Trucken lassen/ habe deroselben ich zu deme gantz gerne willfahret/ hochfleissig bittende Ew. Gestr. vnd andere/ so diese Predigt	WMD-1620-KT-neu.txt	WMD	1620	KT	neu.txt	NA	Erinnerung	NEIN	er	SG	NEIN	JA	NA	christlich	NA	KEIN	zu
2700	s/ das ist/ des Herren nachtmal in Christenlicher 	versamlung	 teilhafftig gewesen wär/  vnd wolt jm gar nit wil	WOBD-1530-KT-024.txt	WOBD	1530	KT	024.txt	NA	Versammlung	NEIN	ver	SG	NEIN	JA	NA	christlich	NA	KEIN	in
354	ilen in absönderlichen Christlichen  Stätten oder 	Versamblungen	 geschehen. Ich will jetzt geschweigen/ daß auch d	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Versammlung	NEIN	ver	PL	NEIN	NEIN	NA	christlich	NA	KEIN	in
1780	h in Jtalianischen Gesängen etwas von dergleichen 	Abwechselung	 gesehen.  Die Männlichen Verse sind an sich selbs	OOBD-1680-ST-111.txt	OOBD	1680	ST	111.txt	NA	Abwechslung	NEIN	ab	SG	NEIN	NEIN	NA	dergleichen	NA	KEIN	von
1391	hunger/ durdt/ trawrigkeit vnnd ander dergleichen 	anfechtung	 vn_ widerwertigkeit/ die er nit allein am leib/ s	OOBD-1560-KT-040.txt	OOBD	1560	KT	040.txt	NA	Anfechtung	NEIN	an	SG	NEIN	NEIN	NA	dergleichen	NA	s	NA
362	sonder allezeit in eine_ Helmlin oder dergleichen 	gedeckung	/ Contrafact oder abgemacht worden ist.     Es hab	NOBD-1560-ST-045.txt	NOBD	1560	ST	045.txt	NA	Gedeckung	NEIN	ge	SG	NEIN	NEIN	NA	dergleichen	NA	KEIN	NA
125	de_ möcht/ So solt es mit derselbign_ weisung vnd 	rechtuertigung	 darauf der todtstraff halben gehaltn_ werden wie 	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Rechtfertigung	NEIN	NA	SG	NEIN	JA	NA	derselbig	NA	s	mit
1873	ici Germanici* und *Francici* wird eine deutliche 	Anweisung	  geben/ auf was für eine Art/ von Seiten  Teutsch	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Anweisung	NEIN	an	SG	NEIN	NEIN	NA	deutlich	NA	u	NA
348	dann hieruon in vnserer erklerung/ vnnd Teutschen 	außlegung	 der Bücher Vintruuij/  deßgleichen in sonderliche	NOBD-1560-ST-045.txt	NOBD	1560	ST	045.txt	NA	Auslegung	NEIN	aus	SG	NEIN	JA	NA	deutsch	both	KEIN	in
75	schen Buchstaben geschrieben/ *II*. mit Teutschen 	Endungen	 geschlossen/ *III*. von jedermann  verstanden/ od	NOBD-1650-ST-099.txt	NOBD	1650	ST	099.txt	NA	Endung	NEIN	NA	PL	JA	NEIN	NA	deutsch	NA	KEIN	mit
1218	nennet worden so ist wohl/ wenn wir die deutsche 	Ubersetzung	 mit dem Griechischen Texte zusammen halten/ die U	OMD-1710-KT-137.txt	OMD	1710	KT	137.txt	NA	Übersetzung	NEIN	über	SG	NEIN	NEIN	NA	deutsch	NA	b	NA
594	trachtungen  erstrecket/ welche ich zu dienlicher 	Nachrichtung	 vorgefüget/ und zu einer Probe etlicheGeschichtre	NOBD-1650-ST-099.txt	NOBD	1650	ST	099.txt	NA	Nachrichtung	NEIN	nach	SG	NEIN	JA	NA	dienlich	NA	KEIN	zu
2460	 das die domalige newe/ in Africa schwebende Donatistische versammelung	versammelung	 oder vielmehr zerstrewung  weder eine solche Kirc	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Versammlung	NEIN	ver	SG	NEIN	NEIN	NA	donatistisch	NA	b	NA
702	endig mit Speiß beworffen/ weil aber die doppelte 	Deckung	 sich selbst verwahret/  alß man nur einen Dännen 	NOBD-1680-ST-neu.txt	NOBD	1680	ST	neu.txt	NA	Deckung	NEIN	NA	SG	JA	NEIN	NA	doppelt	NA	b	NA
604	gten  Lufft dahin wallet/ sich der durchgehenden  	Veränderung	 und wandelbaren Fügniß nicht entziehen kan? Etlic	NOBD-1650-ST-099.txt	NOBD	1650	ST	099.txt	NA	Veränderung	NEIN	ver	SG	NEIN	NEIN	NA	durchgehend	NA	b	NA
3401	n einen neuen Geruch von sich/ und wird ihre edle 	wirckung	  durch die schöne/ liebliche/ und mannigfaltige%-	WOBD-1710-ST-133.txt	WOBD	1710	ST	133.txt	NA	Wirkung	NEIN	NA	SG	JA	NEIN	NA	edel	prenom	s	NA
3382	keine Frucht erwecken. Wenn sie aber in Ehelicher 	Beywohnung	 beysammen leben/ so ist der Leib vollkommen/ und 	WOBD-1710-ST-133.txt	WOBD	1710	ST	133.txt	NA	Beiwohnung	NEIN	bei	SG	NEIN	JA	NA	ehelich	NA	KEIN	in
5022	vnruhe wider alle Gottesforcht vnNASALSTRICH bescheidenheit/ vil mehr vom gegentheil als den EuangelischeNASALSTRICH *Capitularen* oder *Consorten* fuergenommen: Gleich als ob keinem Fuerstlichen Bischoff die eheliche	beywohnung/	in Krafft einiges rechtens irgens wo koenNASALSTRICHe/ moechte oder solte zimlichen zugelassen werden: da doch die alte Baepst in jhren eigenen *decretis,* auch die Vralte	WOBD-1590-ST-neu2.txt	WOBD	1590	ST	neu2.txt	NA	Beiwohnung	NEIN	bei	SG	NEIN	NEIN	NA	ehelich	NA	b	NA
452	/ aller wahren Gottesforcht zuwider lauffenden/ ehrenruehrigen Luegen/ verleumbdungen un	Lästerungen	 deß unvernünfftige_ *fanati*schen *Autoris,* in d	WOBD-1710-KT-neu.txt	WOBD	1710	KT	neu.txt	NA	Lästerung	NEIN	NA	PL	JA	NEIN	NA	ehrenruehrig	NA	s	NA
1091	n  <l>*1. Sepulturam Curando,*</l> durch ehrliche 	Leichbestattung	.  Jacob begrub sein Rahel ehrlich am Wege  gen Ep	OMD-1650-KT-neu2.txt	OMD	1650	KT	neu2.txt	Leich	Bestattung	NEIN	be	SG	NEIN	JA	NA	ehrlich	NA	KEIN	durch
647	es Gottesdienstes/  mit Hochachtung und eiferiger 	Anhörung	 des gepriedigten Worts/ und mit offtmaligem und a	NOBD-1680-KT-neu.txt	NOBD	1680	KT	neu.txt	NA	Anhörung	NEIN	an	SG	NEIN	JA	NA	eifrig	postnom	KEIN	mit
259	das kein weißsagung    in der schrifft auß aygner 	außlegung	 geschicht dann es ist nie kain weyßsagung auß men	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Auslegung	NEIN	aus	SG	NEIN	JA	NA	eigen	NA	KEIN	aus
827	u Meissen vnsers gnedigen  herrn_ vn_ auß eygener 	betrachtu_g	 macht vn_ gewalt inen von rechte_ tzu gelaßen/ di	OMD-1500-ST-neu.txt	OMD	1500	ST	neu.txt	NA	Betrachtung	NEIN	be	SG	NEIN	JA	NA	eigen	NA	KEIN	aus
178	rurteilt werden/  das muß auß eygem bekennen oder 	beweysung	 (wie an andern  enden in diser ordnung clerlich f	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Beweisung	NEIN	be	SG	NEIN	JA	NA	eigen	NA	KEIN	aus
3026	 besonders zubeforchten seye/ wie Jch auß eigener 	Erfahrung	  befunden habe.  8. Soll man achtung geben/ auff 	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Erfahrung	NEIN	er	SG	NEIN	JA	NA	eigen	NA	KEIN	aus
3363	* §. 23.  und nicht mit rechtem ernst auß eigener 	erfahrung	/ noch mit einem lebendigen exempel ihren zuhörern	WOBD-1710-KT-neu.txt	WOBD	1710	KT	neu.txt	NA	Erfahrung	NEIN	er	SG	NEIN	JA	NA	eigen	NA	KEIN	aus
3040	bleiben/ vnd befehle die Sach eines jeden eigener 	Erfahrung	 meines  theils beruhe Jch allein auff dem Löwen/ 	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Erfahrung	NEIN	er	SG	NEIN	NEIN	NA	eigen	prenom	s	NA
1450	flegen. Daher hat auch Dauid  seine selbst eigene 	erfahrung	 geschöpffet/ davon  er saget/ Er sey jung gewesen	OOBD-1590-KT-056.txt	OOBD	1590	KT	056.txt	NA	Erfahrung	NEIN	er	SG	NEIN	NEIN	NA	eigen	prenom	s	NA
5043	auch ein erbauliches Lied uns mehr aufmuntern/ wenn die *Music* ihre natuerliche Bewegungs-Krafft%-----------------------------------------------------------------[14] mit dem Geist Gottes vermenget und verbindet. *Augustinus* schreibet von seiner eigenen	Erfahrung	also: <z>[...]</z> Nicht weniger kan auch ein betruebtes und trauriges Herz kraefftig aufgerichtet und zur Freude in GOtt gebracht werden/ wenn der suesse Schall der	NOBD-1710-KT-neu.txt	NOBD	1710	KT	neu.txt	NA	Erfahrung	NEIN	er	SG	NEIN	NEIN	NA	eigen	NA	s	zu
81	dem sy die fleislich begert hetten auff ir eigen  	kostung	 mit grossem fleiss liesen abschreiben/ vnder dene	NOBD-1500-KT-009.txt	NOBD	1500	KT	009.txt	NA	Kostung	NEIN	NA	SG	JA	NEIN	NA	eigen	prenom	s	NA
355	n billich/ wie sie auch  immer nach jhren eigenen 	meinungen	 versammelt oder zerstrewt seind/ wie sie auch imm	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Meinung	NEIN	NA	PL	JA	NEIN	NA	eigen	prenom	s	nach
2387	 vnnd den König Matthiam  zu vollkommener eigener 	Regierung	/ doch mit Maß/ vnnd Jnnhalt deß Vertrags/ sampt A	WMD-1620-ST-088.txt	WMD	1620	ST	088.txt	NA	Regierung	JA	NA	SG	NA	JA	NA	eigen	NA	KEIN	zu
2984	heil zuschöpffen/ vnd der Finsternus eigentliche  	Bedeutung	 zufinden: So müssen wir auff nachfolgende zehen V	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Bedeutung	NEIN	be	SG	NEIN	NEIN	NA	eigentlich	prenom	s	NA
2996	tanden werden Auß welchen vmbständen eigentlicher 	Betrachtung	 Jch zwar gern einen guten Außgang  hoffen wolte/w	WOBD-1650-ST-095.txt	WOBD	1650	ST	095.txt	NA	Betrachtung	NEIN	be	SG	NEIN	NEIN	NA	eigentlich	NA	KEIN	NA
2248	rafft hat vßzutrucken/   die ware vnd eigentliche 	bezeichung	 des wörtlins/   dem er angehengt ist/ wie den Spr	WMD-1560-KT-neu2.txt	WMD	1560	KT	neu2.txt	NA	Bezeichnung	NEIN	be	SG	NEIN	NEIN	NA	eigentlich	NA	b	NA
2240	ese gemeine wörtlin/ jrer eigentlicher krafft vnd 	denkung	   nach/ nit bezeichnen eyn sonder dyng/ wölches e	WMD-1560-KT-neu2.txt	WMD	1560	KT	neu2.txt	NA	Denkung	NEIN	NA	SG	JA	NEIN	NA	eigentlich	prenom	s	nach_POST
703	hieben  und ist dieses bevorab bey der einfachen 	Deckung	 in acht zu nehmen/  da etwa am Dach ein oder ande	NOBD-1680-ST-neu.txt	NOBD	1680	ST	neu.txt	NA	Deckung	NEIN	NA	SG	JA	NEIN	JA	einfach	NA	b	bei
700	igur *sub Num. 1.* Nemblich: *A* Jst die einfache 	Deckung	.  *B* Die Doppelte/ so man ein und anderer Orthen	NOBD-1680-ST-neu.txt	NOBD	1680	ST	neu.txt	NA	Deckung	NEIN	NA	SG	JA	NEIN	NA	einfach	NA	b	NA
705	Schindel leichtlich wieder helffen.  Die einfache 	Deckung	 (wann man sparsam handeln muß/ und nicht genugsam	NOBD-1680-ST-neu.txt	NOBD	1680	ST	neu.txt	NA	Deckung	NEIN	NA	SG	JA	NEIN	NA	einfach	NA	b	NA
2246	durch metaphorische/ Figurliche vnd frembde eingefurte   	Glosierung	/ nach seinen eygenköpffige_ erdichten Trömen/   g	WMD-1560-KT-neu2.txt	WMD	1560	KT	neu2.txt	NA	Glossierung	JA	NA	SG	NA	JA	NA	eingefuehrt	NA	KEIN	durch
2288	elch gegeben offentlich Ergerniß/ vnd eingeführte 	Verwirrung	/ Spangenberg der mal eins dem Richter der Lebendi	WMD-1590-KT-neu.txt	WMD	1590	KT	neu.txt	NA	Verwirrung	NEIN	ver	SG	NEIN	NEIN	NA	eingefuehrt	NA	KEIN	NA
176	 es ist auch zumercken das nyemant auf eyncherley 	anzeygung	  argkwon/ warzeichen oder verdacht entlich zu pey	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Anzeigung	NEIN	an	SG	NEIN	JA	NA	einigerlei	NA	KEIN	auf
1870	n Ländern ergehen/  wofern nicht durch einmüthige 	Erwachung	 auß gegenwärtiger euerer tödtlichen Schlaffsucht/	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Erwachsung	NEIN	er	SG	NEIN	JA	NA	einmuetig	NA	KEIN	durch
975	en Lande vmbher in der Chur in Kirchen ein elende 	verwüstung	  vnd Barbarey werden müst.  Dazu ist nu gewönlich	OMD-1560-KT-048.txt	OMD	1560	KT	048.txt	NA	Verwüstung	NEIN	ver	SG	NEIN	NEIN	NA	elend	NA	u	NA
263	en etwas/  so mehr tröstet/ als alle empfindliche 	Vergnügungen	. Damit man aber in GOTT disen gründlichen/ und ge	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Vergnügung	NEIN	ver	PL	NEIN	NEIN	NA	empfindlich	NA	s	NA
2520	s mit allem Fleiß ins Hertz zu pflantzen/ embsige 	Lesung	 der heiligen Bibel/ zumaln des Neuen Testaments/ 	WMD-1680-KT-122.txt	WMD	1680	KT	122.txt	NA	Lesung	NEIN	NA	SG	JA	NEIN	NA	emsig	postnom	KEIN	NA
368	r einigen fleiß/ vnd vngesparte embsige  mühe vnd 	nachtrachtung	 hierauff legen wurden/ das sie auch etwan leichtl	NOBD-1560-ST-045.txt	NOBD	1560	ST	045.txt	NA	Nachtrachtung	NEIN	nach	SG	NEIN	NEIN	NA	emsig	NA	KEIN	NA
285	en glidern.  wie auch oben gemelt/ vor endtlicher 	beschliessung	 hellischer potten (die Christus durch der selben 	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	NA	Beschließung	NEIN	be	SG	NEIN	JA	NA	endlich	postnom	KEIN	vor
3450	iret ward/ erzeigte sich doch noch keine endliche 	beweisung	 eines empfindlichen Lebens/ biß ihm erstlich GOtt	WOBD-1710-ST-133.txt	WOBD	1710	ST	133.txt	NA	Beweisung	NEIN	be	SG	NEIN	NEIN	NA	endlich	NA	s	NA
1914	yser angetrieben worden.  Jedoch hat die endliche 	Berwerckstelligung	 dessen/  und Besitz=Nehmung/ hernach noch manches	OOBD-1710-ST-130.txt	OOBD	1710	ST	130.txt	NA	Bewerkstelligung	NEIN	be	SG	NEIN	NEIN	NA	endlich	NA	b	NA
619	in viel höherer Vollkommenheit und endli="cher 	Kunst=Verfassung	 verwundert werden" würde.   14. Damit nun solche 	NOBD-1650-ST-099.txt	NOBD	1650	ST	099.txt	Kunst	Verfassung	NEIN	ver	SG	NEIN	JA	NA	endlich	NA	KEIN	in
2586	nach deß spitzfindigen und von dem abentheuerlichen Quacker=Geist zimlich hart eingenommenen Engelländers/ *Johann Miltonis,* in seinem Buch *de Divortiis,* entdeckten 	Meynung	/*[i. O.] zwar *speciôs* und scheinbar gnug eingew	WMD-1680-ST-neu.txt	WMD	1680	ST	neu.txt	NA	Meinung	NEIN	NA	SG	JA	JA	NA	entdeckt	prenom	s	nach
442	inckender/ entsetzlicher *injurien,* lästerungen/ 	beschimpffungen	/ und verleumbdungen  deß allhiesigen gantzen Kirc	WOBD-1710-KT-neu.txt	WOBD	1710	KT	neu.txt	NA	Beschimpfung	NEIN	be	PL	NEIN	NEIN	NA	entsetzlich	NA	KEIN	NA
441	ldi stylo* stinckender/ entsetzlicher *injurien,* 	lästerungen	/ beschimpffungen/ und verleumbdungen  deß allhies	WOBD-1710-KT-neu.txt	WOBD	1710	KT	neu.txt	NA	Lästerung	NEIN	NA	PL	JA	NEIN	NA	entsetzlich	NA	KEIN	NA
1234	rbild.  *II.* Durch die ernstlich erforderte	Nach=Bildung	</h1>  GOTT aber/ der da hieß das Licht aus der Fi	OMD-1710-KT-137.txt	OMD	1710	KT	137.txt	NA	Nachbildung	NEIN	nach	SG	NEIN	NEIN	NA	erfordert	NA	b	durch
1345	s/ vnd herwiderumb darmit er sein vor nie erhörte 	maynung	 bestetten mag/ so schickt er die zuo dem Zwingli 	OOBD-1530-KT-019.txt	OOBD	1530	KT	019.txt	NA	Meinung	NEIN	NA	SG	JA	NEIN	NA	erhoert	prenom	s	NA
1320	obesorgen/  das sy nach erlangter gelegenhait vnd 	merung	 jrer[?] macht/ jrn fuoß weyter in das heylig reich z	OOBD-1500-ST-001.txt	OOBD	1500	ST	001.txt	NA	Mehrung	NEIN	NA	SG	JA	JA	NA	erlangt	postnom	KEIN	nach
5027	einbilden/ vnd jmmerdar fur Augen vnd im Hertzen haben/ das er doran erkenne/ was Suende sey/ vnd sich fur derselben lerne fuerchten. Erstlich/ die ernste	Drawung	Gottes wider die sunde/ <z>Exod. 20. Jch der HERR dein Gott/ bin ein starcker eiueriger Gott/ der die sunde der Veter heimsucht an den Kindern/	OMD-1590-KT-066.txt	OMD	1590	KT	066.txt	NA	Draeuung	NEIN	NA	SG	JA	NEIN	NA	ernst	NA	b	NA
3364	hun ist/ als umb die ehre  Gottes/ und ernstliche 	beförderung	 der wahren Gottseligkeit. *ibid. p.* 19. Die Gott	WOBD-1710-KT-neu.txt	WOBD	1710	KT	neu.txt	NA	Beförderung	NEIN	be	SG	NEIN	NEIN	NA	ernstlich	postnom	KEIN	NA
315	e Donnerschlege  nichts gibt/ vnnd die ernstliche 	drowung	 Gottes verachten kan.  Das kompt alles von der Er	NOBD-1560-KT-046.txt	NOBD	1560	KT	046.txt	NA	Drohung	NEIN	NA	SG	JA	NEIN	NA	ernstlich	NA	b	NA
1611	/  deß rechten Verstandt. Jn reiffer ernstlicher  	erwegung	/ der Fundamenten/ beyder Partheyen/ wärd sich bef	OOBD-1650-KT-neu.txt	OOBD	1650	KT	neu.txt	NA	Erwägung	NEIN	er	SG	NEIN	JA	NA	ernstlich	postnom	KEIN	in
1252	die von der *combi--*nirten  Engel=Holländischen Flotte eroberte	See=Festung	/  Gibraltar/ den gantzen Winter hindurch biß auff	OMD-1710-ST-neu3.txt	OMD	1710	ST	neu3.txt	See	Festung	NEIN	NA	SG	JA	NEIN	NA	erobert	NA	b	NA
164	 in welche sie sich vor Furcht und Schrecken der übelen aus Deutschland und Spanien erschollenen	Zeitungen	 verkrochen.  Wenn wir nach dem Ober=Teutschland z	OMD-1710-ST-neu3.txt	OMD	1710	ST	neu3.txt	NA	Zeitung	NEIN	NA	PL	JA	NEIN	NA	erschollen	NA	b	NA
398	en jämmerlich anliegen/ vnnd erschreckliche/  rc. 	zeitungen	 wider sie außsprengen/ damit sie dardurch bey män	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Zeitung	NEIN	NA	PL	JA	NEIN	NA	erschreckenlich	NA	KEIN	NA
249	dasselb wer ein erschrockenliche	gottes lesterung	/ vn_ nichts anders gewesen/ dan_ sich vber got se	NOBD-1530-KT-027.txt	NOBD	1530	KT	027.txt	Gottes	Lästerung	NEIN	NA	SG	JA	NEIN	NA	erschrockenlich	NA	u	NA
2417	es zur ehren Gottes/  vnnd vnserer ersprießlichen 	Aufferbawung	 gereichen/ daß  wir mit seinem Segen seine Wort v	WMD-1650-KT-106.txt	WMD	1650	KT	106.txt	NA	Auferbauung	NEIN	auf	SG	NEIN	NEIN	NA	erspriesslich	prenom	s	NA
7	it[sic!] vnd kürtze der zeit etlich auslegung vnd 	erklerung	  ettlicher vorgenantenn artickel doch gewönlich g	NOBD-1500-KT-009.txt	NOBD	1500	KT	009.txt	NA	Erklärung	NEIN	er	SG	NEIN	NEIN	NA	etlich	postnom	KEIN	NA
1814	Guts/ welche  dich wird würdig machen  der ewigen 	Besitzung	.   Nun aber seynd zweyerley  Ubung der Gegenwart 	OOBD-1710-KT-neu.txt	OOBD	1710	KT	neu.txt	NA	Besitzung	NEIN	be	SG	NEIN	NEIN	NA	ewig	NA	b	NA
1567	nmal in das Heylige eingangen/ vnd hat eine ewige 	Erlösung	  funden. Welches sein heyliges Blut/ er nicht inn	OOBD-1620-KT-075.txt	OOBD	1620	KT	075.txt	NA	Erlösung	NEIN	er	SG	NEIN	NEIN	NA	ewig	NA	u	NA
1010	 Orientalischen Francken Galliam zu einer ewigen  	wohnunge	 eingenommen/ das solle geschehen sein vmb das 475	OMD-1560-ST-047.txt	OMD	1560	ST	047.txt	NA	Wohnung	NEIN	NA	SG	JA	NEIN	NA	ewig	NA	u	zu
2887	l die Gottsförchtigen/ Erstlich durch die falsche 	außlegung	 der H. Schrifft/ die er für das purlauter Wort Go	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Auslegung	NEIN	aus	SG	NEIN	NEIN	JA	falsch	NA	b	durch
438	4. Haß/ grimm/ verleumbden/ lästern/  und falsche 	beschuldigungen	/ wie solche allenthalben durch die Ehrenrührige  	WOBD-1710-KT-neu.txt	WOBD	1710	KT	neu.txt	NA	Beschuldigung	NEIN	be	PL	NEIN	NEIN	NA	falsch	NA	KEIN	NA
445	stische Jrrwische so vieler Lästerungen/ falscher 	Beschuldigungen	/ und Lügen werden vergehen und verschwinden müsse	WOBD-1710-KT-neu.txt	WOBD	1710	KT	neu.txt	NA	Beschuldigung	NEIN	be	PL	NEIN	NEIN	NA	falsch	NA	s	NA
2884	as Fasten vnd Glübd der Keuschheit  durch falsche 	einführung	 der Schrifft widersprechen/ vnnd das Wort Gottes 	WOBD-1620-KT-079.txt	WOBD	1620	KT	079.txt	NA	Einführung	NEIN	ein	SG	NEIN	JA	NA	falsch	postnom	KEIN	durch
798	assen/ über dieses auch sonsten keine *favorable* 	Erklärung	f	NOBD-1710-ST-135.txt	NOBD	1710	ST	135.txt	NA	Erklärung	NEIN	er	SG	NEIN	NEIN	NA	favorabel	NA	s	NA
1442	eser Mahlzeit CHRIStj aber/  wird eine sehr feine 	Tischordnung	 vnd gantz löbliche  Tafelzucht gehalten. Ob nuhn 	OOBD-1590-KT-056.txt	OOBD	1590	KT	056.txt	Tisch	Ordnung	NEIN	NA	SG	JA	NEIN	NA	fein	NA	u	NA
1458	ine läuterung vorgehen/  vnnd eine feine prob vnd 	prüfung	 angestellet%-------------------------------------	OOBD-1590-KT-056.txt	OOBD	1590	KT	056.txt	NA	Prüfung	NEIN	NA	SG	JA	NEIN	NA	fein	NA	u	NA
2781	t dergleichen geschehen. Vnd wirt ein Feindselige 	verfolgung	/ bluotuergiessen/ sehr gemeyn sein/ vnd vil der h	WOBD-1560-ST-neu2.txt	WOBD	1560	ST	neu2.txt	NA	Verfolgung	NEIN	ver	SG	NEIN	NEIN	NA	feindselig	NA	u	NA
3424	hr gewesen/ und welcherSame  weiter durch fernere 	fäulung	 kan vermehret  werden/ dem Menschen aber ist so v	WOBD-1710-ST-133.txt	WOBD	1710	ST	133.txt	NA	Fäulung	NEIN	NA	SG	JA	JA	NA	ferner	NA	KEIN	durch
3411	der aus Thieren/ kan keine fernere Vermehrung und 	Fortpflantzung	 bringen/ es geschehe denn anfangs  durch die Fäul	WOBD-1710-ST-133.txt	WOBD	1710	ST	133.txt	NA	Fortpflanzung	NEIN	fort	SG	NEIN	NEIN	NA	ferner	NA	s	NA
3410	menschliches/ oder aus Thieren/ kan keine fernere 	Vermehrung	 und Fortpflantzung bringen/ es geschehe denn anfa	WOBD-1710-ST-133.txt	WOBD	1710	ST	133.txt	NA	Vermehrung	NEIN	ver	SG	NEIN	NEIN	NA	ferner	NA	s	NA
3406	Himmel  muß durch drey Bollwerck und Mauren feste 	Verwahrung	 haben/ auff daß nicht mehr denn ein einigerEingan	WOBD-1710-ST-133.txt	WOBD	1710	ST	133.txt	NA	Verwahrung	NEIN	ver	SG	NEIN	NEIN	NA	fest	NA	KEIN	NA
3365	erer. *ib. p.* 25. die in fleischlicher  ruhe und 	ergötzung	 der sünden sitzen bleiben offenbahre  und unbußf	WOBD-1710-KT-neu.txt	WOBD	1710	KT	neu.txt	NA	Ergötzung	NEIN	er	SG	NEIN	JA	NA	fleischlich	postnom	KEIN	in
5082	koenne nemlich nichts geistliches noch nuetzliches und zur Erbauung dienendes and und bey unsern Kyrchen-#*Music*en finden noch merken: Es stecke nichts anders/ als eine fleischliche	Kuetzelung	der Ohren dahinter und diene mehr zur Wollust des Hertzens/ als zur geistlichen Andacht/ u. s. w. Nun muss ich freylich bekennen/ dass es bey	NOBD-1710-KT-neu.txt	NOBD	1710	KT	neu.txt	NA	Kitzelung	NEIN	NA	SG	JA	NEIN	NA	fleischlich	postnom	u	NA
1445	en/ vnd wie dieselbige beschaffen/ eine fleissige 	auffachtung	 geben. Der lieb HERR Jesus wolle vnsere Hertzen e	OOBD-1590-KT-056.txt	OOBD	1590	KT	056.txt	NA	Aufachtung	NEIN	auf	SG	NEIN	NEIN	NA	fleissig	NA	u	NA
105	en sachen (das halß gericht betreffende) fleissig 	aufmerckung	 haben wölle/ clag antwort  anzeigung arckwon verd	NOBD-1500-ST-008.txt	NOBD	1500	ST	008.txt	NA	Aufmerkung	NEIN	auf	SG	NEIN	NEIN	NA	fleissig	NA	KEIN	NA
552	lassen/ zu welchem  End er sie auch zu fleissiger 	Beschawung	 anmahnet:  <z-Joh19v5>sehet/ welch ein Mensch!</z	NOBD-1650-KT-100.txt	NOBD	1650	KT	100.txt	NA	Beschauung	NEIN	be	SG	NEIN	NEIN	NA	fleissig	NA	KEIN	zu
345	t ist/ wie sich nach dem mutmassen vnd fleissigen 	beschreibung	/  des Hochberümbten Architecti Vitruuij/ vnd den 	NOBD-1560-ST-045.txt	NOBD	1560	ST	045.txt	NA	Beschreibung	NEIN	be	SG	NEIN	NEIN	JA	fleissig	postnom	b	nach
1733	en/ so an denen Gränitzen gelegen/  die fleissige 	bestellung	 thun/ vnd alle muoglichiste obsicht haben/ damit 	OOBD-1650-ST-094.txt	OOBD	1650	ST	094.txt	NA	Bestellung	NEIN	be	SG	NEIN	NEIN	NA	fleissig	NA	KEIN	NA
645	on sich mercken lassen öffentlich mit fleissiger 	Besuchung	 des Gottesdienstes/  mit Hochachtung und eiferige	NOBD-1680-KT-neu.txt	NOBD	1680	KT	neu.txt	NA	Besuchung	NEIN	be	SG	NEIN	JA	NA	fleissig	postnom	KEIN	mit
404	 vnnd wol erfarnen Büchsenmeistern mit fleissiger 	erkundigung	  getrachtet werden/ die from_/ redlich/ getreu vn	NOBD-1590-ST-neu.txt	NOBD	1590	ST	neu.txt	NA	Erkundigung	NEIN	er	SG	NEIN	JA	NA	fleissig	NA	KEIN	mit
306	durch groß erfarung/ vnd lange zeyt in fleyssiger 	vbung	 so gwiß werd/ das er auß eygnem verstand den er m	NOBD-1530-ST-026.txt	NOBD	1530	ST	026.txt	NA	Übung	NEIN	NA	SG	JA	JA	NA	fleissig	NA	KEIN	in
