Nr	Text_vorher	UNG.NOM	Text_danach	Dateiname	Textsorte	Periode	Sprachraum	Jahr	Jahrzehnt	Titelstichwort	Erstglied	Lemma	Adj	Det	als_praep_Kompl	Praeposition	Genitiv	Zweitglied	Numerus	Simplexbasis	Fremdwortbasis	Praefix	Basisverb	
5610	 kuenfftigen zufaellen/ auß deß Himmels Lauff und 	Erscheinung	 der Stromsternen/ weißlich reden oder schreiben w	SCIE_P1_WOD_1665_CometenRAW.txt	SCIE	P1	WOD	1665	1665	CometenRAW.txt	NA	Erscheinung	NA	b	NEIN	aus	postnom	NA	SG	NEIN	NEIN	er	erscheinen	
6341	en mit enthalten. Wie sehr vermischt, und aus den 	Wirkungen	 zusammengesezt die Begriffe von den mehreren Krae	SCIE_P3_WMD_1777_LogikRAW.txt	SCIE	P3	WMD	1777	1775	LogikRAW.txt	NA	Wirkung	NA	b	NEIN	aus	KEIN	NA	PL	JA	NEIN	NA	wirken	
6363	let das Seichte in diesen Voraussetzungen aus der 	Entwicklung	 des Begrifs von Kraft, und es ist zu vermuthen, d	SCIE_P3_WMD_1777_LogikRAW.txt	SCIE	P3	WMD	1777	1775	LogikRAW.txt	NA	Entwicklung	NA	b	NEIN	aus	postnom	NA	SG	NEIN	NEIN	ent	entwickeln	
6430	eße, die von Eisendrat gemacht sind, wird aus der 	Beschreibung	 der Versuche deutlicher erhellen. Ich habe mich d	SCIE_P3_WOD_1774_HygrometrieRAW.txt	SCIE	P3	WOD	1774	1775	HygrometrieRAW.txt	NA	Beschreibung	NA	b	NEIN	aus	KEIN	NA	SG	NEIN	NEIN	be	beschreiben	
6697	hes der weise Koenig Salomon mit mehrerem auß der 	erfahrung	 außgefuehret in seinem Prediger-Buechlin/ wann er	SERM_P1_WOD_1654_EytelkeitRAW.txt	SERM	P1	WOD	1654	1655	EytelkeitRAW.txt	NA	Erfahrung	NA	b	NEIN	aus	KEIN	NA	SG	NEIN	NEIN	er	erfahren	
6720	/ und daÃŸ Beben der Pfosten aus der Chaldeischen 	Ubersezung	 und Erklaerung von dem Tod des Koenigs Josiae / a	SERM_P1_WOD_1683_TrostPredigtRAW.txt	SERM	P1	WOD	1683	1685	TrostPredigtRAW.txt	NA	Übersetzung	Chaldäisch	b	NEIN	aus	KEIN	NA	SG	NEIN	NEIN	über	uebersetzen	
6721	n der Pfosten aus der Chaldeischen Ubersezung und 	Erklaerung	 von dem Tod des Koenigs Josiae / auf welchen alle	SERM_P1_WOD_1683_TrostPredigtRAW.txt	SERM	P1	WOD	1683	1685	TrostPredigtRAW.txt	NA	Erklärung	NA	b	NEIN	aus	KEIN	NA	SG	NEIN	NEIN	er	erklaeren	
7425	ket, was aus eurer ganzen Religion und der Seelen-	Bearbeitung	, die ich bey euch besorgen soll, werden muß. Ihr 	SERM_P3_WMD_1780_LottoSuchtRAW.txt	SERM	P3	WMD	1780	1785	LottoSuchtRAW.txt	NA	Bearbeitung	NA	b	NEIN	aus	KEIN	NA	SG	NEIN	NEIN	be	bearbeiten	
671	was abzubrennen sondern sie lassen es nur bey der 	Pluenderung	 bewenden/ und sind vergnuegt/ wann sie nur den Ra	HUMA_P1_OOD_1689_CrainRAW.txt	HUMA	P1	OOD	1689	1685	CrainRAW.txt	NA	Plünderung	NA	b	NEIN	bei	KEIN	NA	SG	JA	NEIN	NA	pluendern	
723	en GOtt abgebracht waren/ welches bey den grossen 	verfolgungen	 nicht selten vorgieng/ zumahl mit ungeuebten und 	HUMA_P1_WMD_1699_KetzerHistorieRAW.txt	HUMA	P1	WMD	1699	1695	KetzerHistorieRAW.txt	NA	Verfolgung	groß	b	NEIN	bei	KEIN	NA	PL	NEIN	NEIN	ver	verfolgen	
812	 Traur-uhrtheil/ daß ich gefoerchtet/ und bey der 	Hoffnung	/ an eine solche Folter-Banck niemahl geschlagen z	HUMA_P1_WOD_1698_MythoscopiaRAW.txt	HUMA	P1	WOD	1698	1695	MythoscopiaRAW.txt	NA	Hoffnung	NA	b	NEIN	bei	KEIN	NA	SG	JA	NEIN	NA	hoffen	
1058	n also gantz unvermerckt und unvermuthet, bey der 	Oeffnung	 des Schlag-Baumes an, durch welche erstlich der G	HUMA_P2_WMD_1748_SamuelRAW.txt	HUMA	P2	WMD	1748	1745	SamuelRAW.txt	NA	Öffnung	NA	b	NEIN	bei	postnom	NA	SG	JA	NEIN	NA	oeffnen	
1164	er der Hand mittheilen.         Bey der genausten 	Berechnung	 wird man eben so viel Merkmale haben, diesen Fuen	HUMA_P3_NoD_1762_KreuzzuegeRAW.txt	HUMA	P3	NoD	1762	1765	KreuzzuegeRAW.txt	NA	Berechnung	genau	b	NEIN	bei	KEIN	NA	SG	NEIN	NEIN	be	berechnen	
1279	die Epischen Dichter behandelten, bey der naehern 	Bestimmung	 dieser Groeße mit zu Rathe. Dies laeßt sich nicht	HUMA_P3_OMD_1774_RomanRAW.txt	HUMA	P3	OMD	1774	1775	RomanRAW.txt	NA	Bestimmung	näher	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	be	bestimmen	
1355	um Sondershausen.       Es ist zwar schon bey der 	Beschreibung	 der Bergketten dieser Gegend hiervon vieles gesag	HUMA_P3_OMD_1798_SondershausenRAW.txt	HUMA	P3	OMD	1798	1795	SondershausenRAW.txt	NA	Beschreibung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	be	beschreiben	
1489	r Gustavsburg ausgegrabenen Lampe, welche bey der 	Eroefnung	 noch einen Rauch von sich gegeben haben soll. All	HUMA_P3_WMD_1777_HomburgRAW.txt	HUMA	P3	WMD	1777	1775	HomburgRAW.txt	NA	Eröffnung	NA	b	NEIN	bei	KEIN	NA	SG	NEIN	NEIN	er	eroeffnen	
1748	 doch unkraefftig seyn Ingleichen hat er bey der 	Bestaettigung	 alter Zechen/ jeden Lehntraeger auffzulegen/ daß 	LEGA_P1_OMD_1674_BergOrdnungRAW.txt	LEGA	P1	OMD	1674	1675	BergOrdnungRAW.txt	NA	Bestätigung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	be	bestaetigen	
2233	fuehret werden/ wohin es denn bald bey der ersten 	Rechnung	 zu dirigiren/ und selbige/ obschon etwas weniger 	LEGA_P2_OMD_1709_WaeysenOrdnungRAW.txt	LEGA	P2	OMD	1709	1705	WaeysenOrdnungRAW.txt	NA	Rechnung	Zahlwort	b	NEIN	bei	KEIN	NA	SG	JA	NEIN	NA	rechnen	
2304	gs-Commissario unterschrieben, samt denen bey der 	Musterung	 gefundenen Fehlern und Abgaengen, in eine ordentl	LEGA_P2_OMD_1723_JurisMilitarisRAW.txt	LEGA	P2	OMD	1723	1725	JurisMilitarisRAW.txt	NA	Musterung	NA	b	NEIN	bei	KEIN	NA	SG	JA	NEIN	NA	mustern	
2318	sonderheit zu observiren obliege.] V. Ist bey den 	Musterungen	 absonderlich denen Kriegs-Commissariis obgelegen,	LEGA_P2_OMD_1723_JurisMilitarisRAW.txt	LEGA	P2	OMD	1723	1725	JurisMilitarisRAW.txt	NA	Musterung	NA	b	NEIN	bei	KEIN	NA	PL	JA	NEIN	NA	mustern	
2325	ten gebrauchen.]        [Was vor Soldaten bey der 	Musterung	 passiren sollen.] VII. Zu Verhinderung der Mißbra	LEGA_P2_OMD_1723_JurisMilitarisRAW.txt	LEGA	P2	OMD	1723	1725	JurisMilitarisRAW.txt	NA	Musterung	NA	b	NEIN	bei	KEIN	NA	SG	JA	NEIN	NA	mustern	
2327	. Zu Verhinderung der Mißbraeuche, welche bey den 	Musterungen	 vorgehen, sollen die Kriegs-Commissarii keinen So	LEGA_P2_OMD_1723_JurisMilitarisRAW.txt	LEGA	P2	OMD	1723	1725	JurisMilitarisRAW.txt	NA	Musterung	NA	b	NEIN	bei	KEIN	NA	PL	JA	NEIN	NA	mustern	
2382	echt allhier erlanget/ soll derselbe bey der Land-	Handlung	 verbleiben/ mithin allhier und in seinem Hauß all	LEGA_P2_OOD_1704_OrdnungNuernbergRAW.txt	LEGA	P2	OOD	1704	1705	OrdnungNuernbergRAW.txt	NA	Handlung	NA	b	NEIN	bei	KEIN	NA	SG	JA	NEIN	NA	handeln	
2671	nnen gezogen und gedeutet werden, soll es bey der 	Verordnung	 des Art. VII. verbleiben.       Tit. V.       Von	LEGA_P3_NoD_1757_RostockRAW.txt	LEGA	P3	NoD	1757	1755	RostockRAW.txt	NA	Verordnung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	ver	verordnen	
2761	nfalls zu beobachten.       [In wie ferne bey der 	Landesregierung	 die Zeugen durch Commissarien zu vernehmen.] §. 1	LEGA_P3_OMD_1767_ProcessOrdnungRAW.txt	LEGA	P3	OMD	1767	1765	ProcessOrdnungRAW.txt	Landes	Regierung	NA	b	NEIN	bei	KEIN	NA	SG	NA	JA	NA	regieren	
2762	 §. 11. Gleichwie auch durch den zeithero bey der 	Landesregierung	 eingefuehret gewesenen Gerichtsgebrauch, nach wel	LEGA_P3_OMD_1767_ProcessOrdnungRAW.txt	LEGA	P3	OMD	1767	1765	ProcessOrdnungRAW.txt	Landes	Regierung	NA	b	NEIN	bei	KEIN	NA	SG	NA	JA	NA	regieren	
2764	a gefuehret werden, sind ohne Unterschied bey der 	Regierung	 anzusetzen. Wenn aber Zeugen abzuhoeren sind, so 	LEGA_P3_OMD_1767_ProcessOrdnungRAW.txt	LEGA	P3	OMD	1767	1765	ProcessOrdnungRAW.txt	NA	Regierung	NA	b	NEIN	bei	KEIN	NA	SG	NA	JA	NA	regieren	
2766	innen welcher der Rotulus fertig seyn und bey der 	Regierung	 uebergeben werden muß. Es ist auch der Tag, wenn 	LEGA_P3_OMD_1767_ProcessOrdnungRAW.txt	LEGA	P3	OMD	1767	1765	ProcessOrdnungRAW.txt	NA	Regierung	NA	b	NEIN	bei	KEIN	NA	SG	NA	JA	NA	regieren	
2769	ssarius noch vor Ablauf derselben solches bey der 	Regierung	 anzuzeigen, und um Dilation zu bitten, deren Erth	LEGA_P3_OMD_1767_ProcessOrdnungRAW.txt	LEGA	P3	OMD	1767	1765	ProcessOrdnungRAW.txt	NA	Regierung	NA	b	NEIN	bei	KEIN	NA	SG	NA	JA	NA	regieren	
2852	 so vil die Landschafft hievon beruehret, bey der 	Regierung	 Amberg, weil in der Obern-Pfaltz keine Landschaff	LEGA_P3_OOD_1750_HofRathsOrdnungRAW.txt	LEGA	P3	OOD	1750	1755	HofRathsOrdnungRAW.txt	NA	Regierung	NA	b	NEIN	bei	KEIN	NA	SG	NA	JA	NA	regieren	
2960	ejenige Personen, so bey der vorlaeuffig-gemeinen 	Nachforschung	 nur immittelst ohne Eyd vernommen worden, oder di	LEGA_P3_OOD_1769_TheresianaRAW.txt	LEGA	P3	OOD	1769	1765	TheresianaRAW.txt	NA	Nachforschung	vorläufig-gemein	b	NEIN	bei	KEIN	NA	SG	NEIN	NEIN	nach	nachforschen	
3107	werden.       Will man den bequemsten Weg bei der 	Besorgung	 der Insinuationen einschlagen, will man sie bei d	LEGA_P3_WMD_1792_ReichshofrathRAW.txt	LEGA	P3	WMD	1792	1795	ReichshofrathRAW.txt	NA	Besorgung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	be	besorgen	
3213	timmungen erhalten haette. Bey der ganz besondern 	Zusamensetzung	 der verschiedenen Gesezgebungen, welche sich zu a	LEGA_P3_WOD_1787_CameralrechtRAW.txt	LEGA	P3	WOD	1787	1785	CameralrechtRAW.txt	NA	Zusammensetzung	besondere	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	NA	zusammensetzen	
3313	ffs eilfertigste voraus gienge/ damit wir bey der 	abdanckung	 des alten vnd antretung des newen Praesidenten se	NARR_P1_NoD_1658_MorgenlaendischRAW.txt	NARR	P1	NoD	1658	1655	MorgenlaendischRAW.txt	NA	Abdankung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	ab	abdanken	
4266	than/ was sein Nuntius Bevilaqua bey der Friedens-	Handlung	 zu Niemaegen bisher ausgerichtet/ welche/ wann si	NEWS_P1_OOD_1679_nuernberg2.txt	NEWS	P1	OOD	1679	1675	nuernberg2.txt	NA	Handlung	NA	b	NEIN	bei	KEIN	NA	SG	JA	NEIN	NA	handeln	
4374	igl. Majest. von Engeland sich gleichfals bey der 	Versamblung	 der Herren Staaten dahier meistens einfinden/ und	NEWS_P1_WMD_1699_koeln.txt	NEWS	P1	WMD	1699	1695	koeln.txt	NA	Versammlung	NA	b	NEIN	bei	KEIN	NA	SG	NEIN	NEIN	ver	versammeln	
4505	riffen sind, und daÃŸ sich bey der vorzunehmenden 	Belagerung	 der Vestung Mantua, von Zeit zu Zeit neue Schwuer	NEWS_P2_NoD_1735_berlin.txt	NEWS	P2	NoD	1735	1735	berlin.txt	NA	Belagerung	vorzunehmend	b	NEIN	bei	KEIN	NA	SG	NEIN	NEIN	be	belagern	
4851	 Blatt ist fuer diejenigen, welche gleich bey der 	Unterzeichnung	 bezahlen bis zum Junii 1796, 4 1/2 Reichsthaler P	NEWS_P3_NoD_1796_stettin.txt	NEWS	P3	NoD	1796	1795	stettin.txt	NA	Unterzeichnung	NA	b	NEIN	bei	KEIN	NA	SG	NEIN	NEIN	unter	unterzeichnen	
5009	die Jugend und zum Gebrauch fuer Schulen. Bey der 	Bearbeitung	 dieses nach den Beduerfnissen unsrer Zeit so nuet	NEWS_P3_OMD_1789_gotha.txt	NEWS	P3	OMD	1789	1785	gotha.txt	NA	Bearbeitung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	be	bearbeiten	
5390	zt noch unwahrscheinlich: aber bey der gewaltigen 	Gaehrung	 doch sehr moeglich. Man sagt, es sey zwischen der	NEWS_P3_WOD_1784_freiburg2.txt	NEWS	P3	WOD	1784	1785	freiburg2.txt	NA	Gährung	gewaltig	b	NEIN	bei	KEIN	NA	SG	JA	NEIN	NA	gaehren	
5415	icher. *Paris, 6 Januar. Man hat gestern, bei den 	Nachsuchungen	 nach englischen Waaren in den Gewoelben der Kaufl	NEWS_P3_WOD_1798_tuebingen.txt	NEWS	P3	WOD	1798	1795	tuebingen.txt	NA	Nachsuchung	NA	b	NEIN	bei	KEIN	NA	PL	NEIN	NEIN	nach	nachsuchen	
5462	tt sey uns allen gnaedig.         Bey der dritten 	Erscheinung	 des Cometen/ am Ende Martij und Anfange Aprilis A	SCIE_P1_NoD_1672_PrognosticisRAW.txt	SCIE	P1	NoD	1672	1675	PrognosticisRAW.txt	NA	Erscheinung	Zahlwort	b	NEIN	bei	KEIN	NA	SG	NEIN	NEIN	er	erscheinen	
5729	 zugleich auf diese Weise rahten, daß sie bey der 	Verrichtung	 allemahl etwas in den Mund nehmen, als z. E. ein 	SCIE_P2_NoD_1736_AnweisungRAW.txt	SCIE	P2	NoD	1736	1735	AnweisungRAW.txt	NA	Verrichtung	NA	b	NEIN	bei	KEIN	NA	SG	NEIN	NEIN	ver	verrichten	
5752	 Systemate des Whistons muß sich die Erde bey der 	Schoepfung	 in einem ziemlich aehnlichen Zustande befunden ha	SCIE_P2_NoD_1744_CometenRAW.txt	SCIE	P2	NoD	1744	1745	CometenRAW.txt	NA	Schöpfung	NA	b	NEIN	bei	KEIN	NA	SG	JA	NEIN	NA	schoepfen	
5968	 doch koente man sagen/ daß sie es gleich bey der 	Erschaffung	 bekomNASALSTRICHen/ oder daß sie es auf dem saltz	SCIE_P2_WOD_1708_WunderbarenWeltRAW.txt	SCIE	P2	WOD	1708	1705	WunderbarenWeltRAW.txt	NA	Erschaffung	NA	b	NEIN	bei	KEIN	NA	SG	NEIN	NEIN	er	erschaffen	
6010	t es, so man den Widerstand, den die Luft bey der 	Bewegung	 der fallenden Koerper thut, bey seiten setzet, da	SCIE_P2_WOD_1741_ErdenRAW.txt	SCIE	P2	WOD	1741	1745	ErdenRAW.txt	NA	Bewegung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	be	bewegen	
6163	treitig der tieffste Punkt desselben, die bey der 	Untersuchung	 der Gegenden gemachten Beobachtungen lassen mich 	SCIE_P3_OMD_1778_MineralogischeGeographieRAW.txt	SCIE	P3	OMD	1778	1775	MineralogischeGeographieRAW.txt	NA	Untersuchung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	unter	untersuchen	
6355	eils- und die Schließkraft. Jene uebt man bey der 	Beschauung	 der Verhaeltnisse von ein Paar Begriffen und man	SCIE_P3_WMD_1777_LogikRAW.txt	SCIE	P3	WMD	1777	1775	LogikRAW.txt	NA	Beschauung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	be	beschauen	
6496	hun war, von ihrer Gestalt: bey den Ordnungen und 	Unterabtheilungen	 der Ordnungen, die von den Saamen hergenommen sin	SCIE_P3_WOD_1787_BotanikRAW.txt	SCIE	P3	WOD	1787	1785	BotanikRAW.txt	Unter	Abteilung	NA	b	NEIN	bei	postnom	NA	PL	NEIN	NEIN	ab	abteilen	
6507	sseschnur außteilet/ und spricht: Er habe bey der 	Teilung	 einen sehr schoenen und lieblichen Acker zu seine	SERM_P1_NoD_1666_ErbteilRAW.txt	SERM	P1	NoD	1666	1665	ErbteilRAW.txt	NA	Teilung	NA	b	NEIN	bei	KEIN	NA	SG	JA	NEIN	NA	teilen	
6635	n-Richtlein freundl: Geistlichen Discurs/ bey der 	Abscheydung	 das suesse Confect der willigsten Affection jede	SERM_P1_OOD_1686_KlagseufftzendesAchRAW.txt	SERM	P1	OOD	1686	1685	KlagseufftzendesAchRAW.txt	NA	Abscheidung	NA	b	NEIN	bei	KEIN	NA	SG	NEIN	NEIN	ab	abscheiden	
6801	 Beschneidung GOtt habe ihm durch Samuel bey der 	Salbung	 zum Koenige diese Versicherung insonderheit getha	SERM_P2_OMD_1706_GedaechtnisPredigtRAW.txt	SERM	P2	OMD	1706	1705	GedaechtnisPredigtRAW.txt	NA	Salbung	NA	b	NEIN	bei	KEIN	NA	SG	JA	NEIN	NA	salben	
7365	d beurtheilen muesse. Die Fehler, die man bey der 	Beurtheilung	 des Ungluecks anderer begehet, kommen insgemein e	SERM_P3_WMD_1780_FeuersbrunstRAW.txt	SERM	P3	WMD	1780	1785	FeuersbrunstRAW.txt	NA	Beurteilung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	be	beurteilen	
7373	die vornehmste Fehler sind, in welche man bey der 	Beurtheilung	 fremder Ungluecksfaelle gerathen kann, so laÃŸt u	SERM_P3_WMD_1780_FeuersbrunstRAW.txt	SERM	P3	WMD	1780	1785	FeuersbrunstRAW.txt	NA	Beurteilung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	be	beurteilen	
7482	 auch eines oder das andere hier, welches bey der 	Erhaltung	 seines Lebens sich der Freude nicht gaenzlich ueb	SERM_P3_WOD_1790_StrassburgRAW.txt	SERM	P3	WOD	1790	1795	StrassburgRAW.txt	NA	Erhaltung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	er	erhalten	
7484	agen dieses Jahres den Willen Gottes auch bey der 	Einschraenkung	 seiner Wohlthaten kindlich verehren es lerne mit	SERM_P3_WOD_1790_StrassburgRAW.txt	SERM	P3	WOD	1790	1795	StrassburgRAW.txt	NA	Einschränkung	NA	b	NEIN	bei	postnom	NA	SG	NEIN	NEIN	ein	einschraenken	
7506	luß haben: schlimme Beweggruende, die wir bei den 	Handlungen	 anderer vermuthen fliessen nicht selten auch aus 	SERM_P3_WOD_1792_HegelRAW.txt	SERM	P3	WOD	1792	1795	HegelRAW.txt	NA	Handlung	NA	b	NEIN	bei	postnom	NA	PL	JA	NEIN	NA	handeln	
2848	ch, vorgenommen, und mit dessen Inventur, bis zur 	Beendigung	 fleißig forgefahren werde. Der Vormund, oder ein 	LEGA_P3_OMD_1784_ErbstatutenRAW.txt	LEGA	P3	OMD	1784	1785	ErbstatutenRAW.txt	NA	Beendigung	NA	b	NEIN	bis zu	KEIN	NA	SG	NEIN	NEIN	be	beendigen	
4107	fohlen. So werden auch die meiste/ bis zu der AuÃŸ	wechselung	 mitkommende Spanische Bediente/ mit gueldenen Ket	NEWS_P1_NoD_1666_berlin2.txt	NEWS	P1	NoD	1666	1665	berlin2.txt	NA	Auswechslung	NA	b	NEIN	bis zu	postnom	NA	SG	NEIN	NEIN	aus	auswechseln	
5158	einen eigenen Bemuehungen in diesem Fache bis zur 	Vollendung	 seines Werks, welches er in zwey Theile theilt. J	NEWS_P3_OOD_1790_erlangen.txt	NEWS	P3	OOD	1790	1795	erlangen.txt	NA	Vollendung	NA	b	NEIN	bis zu	postnom	NA	SG	NEIN	NEIN	voll	vollenden	
897	Concept gewaltig verruecket, denn durch die Armen 	Ordnung	 wird manche Strasse, durch die oefftern Hauß-visi	HUMA_P2_OMD_1717_DienstMaegdeRAW.txt	HUMA	P2	OMD	1717	1715	DienstMaegdeRAW.txt	Armen	Ordnung	NA	b	NEIN	durch	KEIN	NA	SG	JA	NEIN	NA	ordnen	
1051	massen er mit genauer Noth sich durch die groeste 	Bemuehung	 loß arbeiten koennen. Die Ursache dieses gezwunge	HUMA_P2_WMD_1739_StollbergRAW.txt	HUMA	P2	WMD	1739	1735	StollbergRAW.txt	NA	Bemühung	groß	b	NEIN	durch	KEIN	NA	SG	NEIN	NEIN	be	bemuehen	
1084	er auf diesen Tand und Wahn bauete, und durch die 	Ausputzung	 und Zusammensetzung dergleichen Zeuges neue Gedic	HUMA_P2_WOD_1740_PoesieRAW.txt	HUMA	P2	WOD	1740	1735	PoesieRAW.txt	NA	Ausputzung	NA	b	NEIN	durch	postnom	NA	SG	NEIN	NEIN	aus	ausputzen	
1085	and und Wahn bauete, und durch die Ausputzung und 	Zusammensetzung	 dergleichen Zeuges neue Gedichte hervorbraechte. 	HUMA_P2_WOD_1740_PoesieRAW.txt	HUMA	P2	WOD	1740	1735	PoesieRAW.txt	NA	Zusammensetzung	NA	b	NEIN	durch	postnom	NA	SG	NEIN	NEIN	NA	zusammensetzen	
2778	werden, weil durch die verspaetete und versaeumte 	Schaerfung	 und Aushauung der Gruben oder Rinnen, das Mehl ve	LEGA_P3_OMD_1777_MuehlenOrdnungRAW.txt	LEGA	P3	OMD	1777	1775	MuehlenOrdnungRAW.txt	NA	Schärfung	versäumt	b	NEIN	durch	postnom	NA	SG	JA	NEIN	NA	schaerfen	
3234	 Grundsaetze, die man durch die so eben erwaehnte 	Vergleichung	 einzelner partikular Polizeyverordnungen bestaeti	LEGA_P3_WOD_1787_CameralrechtRAW.txt	LEGA	P3	WOD	1787	1785	CameralrechtRAW.txt	NA	Vergleichung	erwähnt	b	NEIN	durch	KEIN	NA	SG	NEIN	NEIN	ver	vergleichen	
3360	 also muß man ihn locken/ und betriegen durch die 	Vergnugung	/ die Strengigkeit der unterweisung versuessen dur	NARR_P1_NoD_1682_MandorellRAW.txt	NARR	P1	NoD	1682	1685	MandorellRAW.txt	NA	Vergnügung	NA	b	NEIN	durch	KEIN	NA	SG	NEIN	NEIN	ver	vergnuegen	
3674	 Glaeser Wein ausgelaehret/ so wurde er durch die 	Verpflichtungen	 und die zaertliche Reitzungen der Volione immer k	NARR_P2_OOD_1715_HeldenGeschichteRAW.txt	NARR	P2	OOD	1715	1715	HeldenGeschichteRAW.txt	NA	Verpflichtung	NA	b	NEIN	durch	KEIN	NA	PL	NEIN	NEIN	ver	verpflichten	
3677	rgnuegung von ihr foderte/ und zugleich durch die 	Uberreichung	 eines Rings und einer Uhre/ die eheliche Versprec	NARR_P2_OOD_1715_HeldenGeschichteRAW.txt	NARR	P2	OOD	1715	1715	HeldenGeschichteRAW.txt	NA	Überreichung	NA	b	NEIN	durch	postnom	NA	SG	NEIN	NEIN	über	ueberraschen	
4202	 durch die vorhergegangene und von uns in Consideration gezogene	Regierungen	: Absonderlich/ da eine iede Regierung sich vieler	NEWS_P1_OMD_1687_leipzig.txt	NEWS	P1	OMD	1687	1685	leipzig.txt	NA	Regierung	in Consideration gezogen	b	NEIN	durch	KEIN	NA	PL	NA	JA	NA	regieren	
4479	ntz seines Adels verliere/ so koenne es durch die 	Handlung	 viel weniger geschehen. Dahero er schliesset/ es 	NEWS_P2_NoD_1702_hamburg.txt	NEWS	P2	NoD	1702	1705	hamburg.txt	NA	Handlung	NA	b	NEIN	durch	KEIN	NA	SG	JA	NEIN	NA	handeln	
5481	cht sehr gereget werden/ ehe sichs aber durch die 	Faeulung	 selbst reget/ in dichte Saerge (die deswegen alle	SCIE_P1_NoD_1680_ConsiliumMedicumRAW.txt	SCIE	P1	NoD	1680	1685	ConsiliumMedicumRAW.txt	NA	Fäulung	NA	b	NEIN	durch	KEIN	NA	SG	JA	NEIN	NA	faulen	
5744	 sich herum habe, und dieselben so wohl durch die 	Erleuchtung	, als die Erwaermung, unterhalte. Da wir nun ferne	SCIE_P2_NoD_1744_CometenRAW.txt	SCIE	P2	NoD	1744	1745	CometenRAW.txt	NA	Erleuchtung	NA	b	NEIN	durch	KEIN	NA	SG	NEIN	NEIN	er	erleuchten	
6003	 seiner Bahn zu erhalten so findet man durch die 	Rechnung	, daß die Schwehre, die wir hier auf unserer Erde 	SCIE_P2_WOD_1741_ErdenRAW.txt	SCIE	P2	WOD	1741	1745	ErdenRAW.txt	NA	Rechnung	NA	b	NEIN	durch	KEIN	NA	SG	JA	NEIN	NA	rechnen	
6247	lfte von einem undurchsichtigen Koerper durch die 	Zeichnung	 hervorbringen, welche gegen das Aug zu gerichtet 	SCIE_P3_OOD_1780_ZeichenInstrumentsRAW.txt	SCIE	P3	OOD	1780	1785	ZeichenInstrumentsRAW.txt	NA	Zeichnung	NA	b	NEIN	durch	KEIN	NA	SG	JA	NEIN	NA	zeichnen	
6303	 Salztheilgen eingeschlossen ist, durch die grose 	Bewegung	 des Feuers auch so  hefftig beweget werden, daß s	SCIE_P3_OOD_1788_ChimieRAW.txt	SCIE	P3	OOD	1788	1785	ChimieRAW.txt	NA	Bewegung	groß	b	NEIN	durch	postnom	NA	SG	NEIN	NEIN	be	bewegen	
6304	 muß eine Saeuere darinnen seyn, welche durch die 	Bewegung	 des Feuers aus dem Salze loß gemacht, und durch d	SCIE_P3_OOD_1788_ChimieRAW.txt	SCIE	P3	OOD	1788	1785	ChimieRAW.txt	NA	Bewegung	NA	b	NEIN	durch	postnom	NA	SG	NEIN	NEIN	be	bewegen	
6319	nd Alaun.       III. Wenn nun durch die vorherige 	Behandlung	 der Alaun seiner Saeuere beraubet worden, so ist 	SCIE_P3_OOD_1788_ChimieRAW.txt	SCIE	P3	OOD	1788	1785	ChimieRAW.txt	NA	Behandlung	vorherig	b	NEIN	durch	postnom	NA	SG	NEIN	NEIN	be	behandeln	
6443	schneidet die Theilungen ab. Durch die sogestalte 	Eintheilung	 ist man also bey diesem Instrument des Nachschlag	SCIE_P3_WOD_1780_InstrumentRAW.txt	SCIE	P3	WOD	1780	1785	InstrumentRAW.txt	NA	Einteilung	sogestalt	b	NEIN	durch	KEIN	NA	SG	NEIN	NEIN	ein	einteilen	
6505	t es zwar allerdings, daß durch die gewoehnlichen 	Beschreibungen	 solcher monstroser Pflanzen, die uns die Gaertner	SCIE_P3_WOD_1787_BotanikRAW.txt	SCIE	P3	WOD	1787	1785	BotanikRAW.txt	NA	Beschreibung	NA	b	NEIN	durch	postnom	NA	PL	NEIN	NEIN	be	beschreiben	
6760	ssen Barmhertzigkeit wiedergebohren hat durch die 	Aufferstehung	 JESU Christi von den Toden/ zu einem unvergaengli	SERM_P2_NoD_1715_SeeligkeitRAW.txt	SERM	P2	NoD	1715	1715	SeeligkeitRAW.txt	NA	Auferstehung	NA	b	NEIN	durch	postnom	NA	SG	NEIN	NEIN	auf	auferstehen	
